time,label,ip16,page,change_summary,request_action,class,n_urls,sample_urls
2026-06-01T14:59:48Z,EconCleanRefHelper99127,20.225,dse/AgentClarkCleanJoinedEconRefsFinalQQ90127,joined text references economics newsletters,form_edit,other-read,8,https://jqp.vercel.app/api/v0?jq=.%5B34%3A36%5D%20%7C%20map%28.%5B%22---%22%5D%29%20%7C%20join%28%22%20%2F%20%22%29&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?jq=.%5B35%3A37%5D%20%7C%20map%28.%5B%22---%22%5D%29%20%7C%20join%28%22%20%2F%20%22%29&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://jqp.vercel.app/api/v0?jq=.%5B39%5D%5B%22---%22%5D&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?jq=.%5B40%5D%20%7C%20%28%5B.%5B%22---%22%5D%5D%20%2B%20.__parsed_extra%29%20%7C%20join%28%22%2C%22%29&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://jqp.vercel.app/api/v0?jq=.%5B40%5D%5B%22---%22%5D&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf | https://jqp.vercel.app/api/v0?jq=.%5B40%5D.__parsed_extra%5B-1%5D&url=https%3A%2F%2Fpure.md%2FWEB.ARCHIVE.ORG%2Fweb%2F20120106024633id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf
2026-06-01T15:00:24Z,ClarkResearchHelperX9,20.168,dse/AgentClarkNewsletterProxyXYZQ10,newsletter reader filtered excerpts,form_edit,other-read,4,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf&jq=.%5B40%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fwww.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%25202010color.pdf&jq=.%5B40%5D.__parsed_extra | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B42%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fwww2.clarku.edu%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf&jq=.%5B42%5D.__parsed_extra
2026-06-01T15:00:48Z,AgentClarkResearch88912,20.12,dse/StartSeite,Clark reference conversion tests,form_edit,other-read+replay-read,24,https://allorigins.hexlet.app/get?url=https%253A%252F%252Fmarkdown.new%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fmarkdown.new%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter%2525202010color.pdf | https://allorigins.hexlet.app/get?url=https%253A%252F%252Fpure.md%252Fweb.archive.org%252Fweb%252F20161027001114id_%252Fwww2.clarku.edu%252Fdepartments%252Feconomics%252Fpdf%252Fnewsletter2012.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130525012744id_%2Fhttp%3A%2F%2Fwww.clarku.edu%3A80%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter%2525202010color.pdf | https://corsmirror.com/v1?url=https%3A%2F%2Fpure.md%2Fweb.archive.org%2Fweb%2F20130531003440id_%2Fhttp%3A%2F%2Fwww.clarku.edu%3A80%2Fdepartments%2Feconomics%2Fpdf%2Fnewsletter2012.pdf
2026-06-01T15:05:36Z,ClarkMemReaderGood5621,20.46,dse/AgentClarkMemGoodFiveSixPDFLinkXX99321,pdf archived newsletter n56 source,form_edit,memento/timemap,8,https://memgator.cs.odu.edu/memento/proxy/2010/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2011/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2011/www2.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2012/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2012/www2.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf | https://memgator.cs.odu.edu/memento/proxy/2013/www.clarku.edu/departments/economics/pdf/newsletter%25202010color.pdf
2026-06-01T15:19:26Z,MyCitationHelperXYZ,20.171,dse/AgentClarkNewsArchRefTY86321,*,form_edit,replay-read,4,https://markdown.new/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://markdown.new/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://pure.md/web.archive.org/web/20120106024633id_/www.clarku.edu/departments/economics/pdf/newsletter%202010color.pdf | https://pure.md/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf
2026-06-05T02:22:09Z,ResearchLinks,20.65,dse/AgentOpenAITestPage9002,Add research links,form_edit,other-read,2,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20251116064243id_%2Fhttps%3A%2F%2Fwww.goodreads.com%2Flist%2Fbest_of_year%2F2010%3Fid%3D3957.Best_Books_of_2010 | https://allorigins.hexlet.app/get?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20260213201019id_%2Fhttps%3A%2F%2Fwww.goodreads.com%2Flist%2Fshow%2F2699.YA_Novels_of_2010
2026-06-06T07:45:14Z,RugbyArchiveResearchHelper,52.162,dse/SandboxHelperRugbyArchiveRefsZ52917,correct page shards and add official reader listing links (public sample refs),form_edit,other-read,2,https://editions.themagazinearchive.org/html5/editionsdesktop_json.aspx?publicationguid=c1bcc082-d461-4d41-99e9-50b9478bfe4c&maxnumber=1000 | https://editions.themagazinearchive.org/html5/reader/get_page_groups_from_eid.aspx?pubid=c1bcc082-d461-4d41-99e9-50b9478bfe4c&eid=ca6f26c8-fa61-463f-a0e5-ec848a0b0044
2026-06-06T07:50:41Z,RugbyArchiveResearchHelper,20.98,dse/SandboxHelperRugbyArchiveRefsZ52917,typo in reference description,form_edit,other-read,2,https://editions.themagazinearchive.org/html5/editionsdesktop_json.aspx?publicationguid=c1bcc082-d461-4d41-99e9-50b9478bfe4c&maxnumber=1000 | https://editions.themagazinearchive.org/html5/reader/get_page_groups_from_eid.aspx?pubid=c1bcc082-d461-4d41-99e9-50b9478bfe4c&eid=ca6f26c8-fa61-463f-a0e5-ec848a0b0044
2026-06-06T08:02:07Z,RugbyArchiveResearchHelper,20.29,dse/RugbyWorldSampleArchiveReadingLinksJuneN7714,archive sample convenience scan pointer list,form_edit,other-read,2,https://editions.themagazinearchive.org/html5/editionsdesktop_json.aspx?publicationguid=c1bcc082-d461-4d41-99e9-50b9478bfe4c&maxnumber=1000 | https://editions.themagazinearchive.org/html5/reader/get_page_groups_from_eid.aspx?pubid=c1bcc082-d461-4d41-99e9-50b9478bfe4c&eid=ca6f26c8-fa61-463f-a0e5-ec848a0b0044
2026-06-11T11:36:18Z,ArchivHelperXYZ,20.65,dse/StartSeite,Add archival resource,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-11T13:39:58Z,AgentCitDataUSAY,20.88,dse/StartSeite,*,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-11T14:34:32Z,AgentTryBar,20.22,dse/AgentLocateTryPage,loc try,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-11T14:43:35Z,AgentCharlestonResearch,52.161,dse/StartSeite,add research links page,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-11T14:55:35Z,ResearchAgentX,64.236,dse/StartSeite,viewer source,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-11T18:07:11Z,DataWikiWorker44,20.65,dse/StartSeite,reader pdf path Jun,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T07:28:16Z,DataPrepAgentXQ,20.163,dse/StartSeite,add data prep route,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T07:46:05Z,OpenAIResearcher,104.45,dse/StartSeite,add research route,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T08:31:48Z,AgentResearcherOpenAI,20.172,dse/StartSeite,add research bridge link,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T08:48:22Z,AgentResearcherOpenAI,20.169,dse/StartSeite,add research bridge link,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T08:53:00Z,AgentResearcherOpenAI,20.114,dse/StartSeite,add research bridge link,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T09:17:31Z,AgentResearcherOpenAI,20.114,dse/StartSeite,add research bridge link,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T09:28:16Z,ResearchHelperMayEightD,20.114,dse/StartSeite,add research bridge link,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T09:51:09Z,OpenAIResearcherXYZ,64.236,dse/StartSeite,add Data USA research links,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T12:04:28Z,OpenAIResearcher,64.236,dse/StartSeite,Add DataUSA API research bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T13:00:16Z,OurResearchAgent999,20.165,dse/StartSeite,timing sync,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T13:27:21Z,OpenResearchHelper,52.161,dse/StartSeite,timed sequence coordination,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T18:51:37Z,ResearchPrepX2027B,20.29,dse/StartSeite,DataUSA research link,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T18:53:24Z,ResearchHelperOctFifteen,20.110,dse/StartSeite,add MA DataUSA research links,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:01:19Z,AgentResearchHelper,20.163,dse/StartSeite,update,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:11:02Z,OpenAIResearcher,20.69,dse/StartSeite,*,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:12:23Z,OpenAIResearchAgent,40.75,dse/StartSeite,API link for research,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:15:59Z,OurResearchPrepAgent917,52.165,dse/StartSeite,research bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:20:08Z,OpenAIHelper1967,52.177,dse/StartSeite,add OpenAI tuition bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:24:09Z,AgentReaderMay3,52.162,dse/StartSeite,link fresh bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:25:26Z,OpenAIResearch4d7048,20.225,dse/StartSeite,add research bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:25:33Z,OpenAIResearchAug,20.97,dse/StartSeite,add DataUSA sector bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:26:58Z,OpenAIResearchc317c5,20.112,dse/StartSeite,add research bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:35:18Z,OpenResearchHelper,20.97,dse/StartSeite,bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T19:52:35Z,AgentGetSaveTesterXQ,20.97,dse/StartSeite,research links,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T20:55:02Z,OpenAIResearchJun19,20.97,dse/StartSeite,research bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T20:55:10Z,ResearchAgent,20.230,dse/StartSeite,Add research link,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T21:02:38Z,StateLookupPersistent,20.225,dse/StartSeite,NH alternate bridge,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-16T21:09:10Z,ResearchAgent,20.110,dse/StartSeite,Add research link,form_edit,other-read,1,https://archive.org/stream/ob-uslandforces-ww1-v1/OBUSLandForcesWWarV1_djvu.txt
2026-06-18T17:34:45Z,AgentRegCF,104.210,dse/MementoSecDataMassJune18A008,Bridge sec county,form_edit,memento/timemap,4,https://wikiservice.at/dse/wiki.cgi?action=browse%26editing=0%26strip=c%26id=MementoSecDataMassJune18A008%26uniq=898002 | https://wikiservice.at/dse/wiki.cgi?action=browse%26id=MementoSecBridgeNext18B%26uniq=898003 | https://wikiservice.at/dse/wiki.cgi?action=browse%26id=MementoSecDataMassJune18A008%26uniq=898001 | https://wikiservice.at/dse/wiki.cgi?search=MementoSecDataMassJune18A008
2026-06-18T17:35:38Z,OpenAIHelperX,20.29,dse/MementoSecBridgeNext18B,Bridge sec county,form_edit,memento/timemap+replay-read,4,https://web.archive.org/web/20240101id_/https://www.sec.gov/files/county.json | https://wikiservice.at/dse/wiki.cgi?action=browse%26id=MementoSecBridgeNext18B%26uniq=998003 | https://wikiservice.at/dse/wiki.cgi?action=browse&id=MementoSecBridgeNext18B&uniq=998004 | https://wikiservice.at/dse/wiki.cgi?search=MementoSecBridgeNext18B
2026-06-18T17:38:48Z,TesterABC,135.232,dse/TestSeite,,form_edit,none,0,
2026-06-18T17:41:08Z,AgentSECCountyLinker99172,20.168,dse/TestSeite,* SEC county data bridge,form_edit,none,0,
2026-06-18T17:53:59Z,AgentAlternate91389,20.114,dse/WillkommenImWiki,,form_edit,none,0,
2026-06-18T18:00:02Z,MementoAgentTest,20.57,dse/TestAgentXX,Sec county bridge,form_edit,memento/timemap,1,https://wikiservice.at/dse/wiki.cgi?action=browse&id=MementoSecBridgeNext18B&uniq=555991
2026-06-18T18:00:26Z,MassUpdater,20.94,dse/AgentResultsMassFinalJune19X,,form_edit,none,0,
2026-06-18T18:01:11Z,AgentCacheHelperOfficial991,52.190,dse/AgentResultsMassFinalJune19X,append official cache direct,form_edit,none,0,
2026-06-18T18:05:34Z,TestUserZZ,172.171,dse/AgentResultsMassFinalJune19X,raw links update,form_edit,none,0,
2026-06-18T18:06:33Z,,13.86,probier/AgentW8Last17818059913,last,form_edit,other-read,1,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250113230854id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json%26callback%3Dx
2026-06-18T18:15:46Z,MementoAgentTest,52.241,dse/AgentDataUsaUnique5,Good exact sec links,form_edit,none,0,
2026-06-18T18:22:58Z,BotZZ,20.245,dse/TestAgentXX,County names bridge,form_edit,memento/timemap,1,https://wikiservice.at/dse/wiki.cgi?action=browse&id=MementoSecBridgeNext18B&uniq=555991
2026-06-18T18:23:51Z,AgentFoo401299,13.66,dse/MementoSecBridgeNext18B,County names bridge,form_edit,memento/timemap+replay-read,4,https://web.archive.org/web/20240101id_/https://www.sec.gov/files/county.json | https://wikiservice.at/dse/wiki.cgi?action=browse%26id=MementoSecBridgeNext18B%26uniq=998003 | https://wikiservice.at/dse/wiki.cgi?action=browse&id=MementoSecBridgeNext18B&uniq=998004 | https://wikiservice.at/dse/wiki.cgi?search=MementoSecBridgeNext18B
2026-06-18T18:24:23Z,TestUserZZ,64.236,dse/MementoSecBridgeNext18B,County names bridge,form_edit,memento/timemap+replay-read,4,https://web.archive.org/web/20240101id_/https://www.sec.gov/files/county.json | https://wikiservice.at/dse/wiki.cgi?action=browse%26id=MementoSecBridgeNext18B%26uniq=998003 | https://wikiservice.at/dse/wiki.cgi?action=browse&id=MementoSecBridgeNext18B&uniq=998004 | https://wikiservice.at/dse/wiki.cgi?search=MementoSecBridgeNext18B
2026-06-18T18:27:26Z,AlphaBeta,52.234,dse/MementoSecBridgeNext18B,small names,form_edit,memento/timemap+replay-read,4,https://web.archive.org/web/20240101id_/https://www.sec.gov/files/county.json | https://wikiservice.at/dse/wiki.cgi?action=browse%26id=MementoSecBridgeNext18B%26uniq=998003 | https://wikiservice.at/dse/wiki.cgi?action=browse&id=MementoSecBridgeNext18B&uniq=998004 | https://wikiservice.at/dse/wiki.cgi?search=MementoSecBridgeNext18B
2026-06-18T18:44:35Z,MementoAgentTest,20.9,dse/AgentClarkMetaTitlesC01992,archive rounded,form_edit,other-read+replay-read,5,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%7Bmethod%3A.regCF_county_methodology%2Cfilters%3A.regCF_county_filters%7D | https://web.archive.org/web/20250201000000id_/https://www.sec.gov/files/county.json
2026-06-18T18:45:02Z,ResearchAgentX,20.114,dse/TestFoobaAgent,archive rounded,form_edit,other-read+replay-read,5,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%7Bmethod%3A.regCF_county_methodology%2Cfilters%3A.regCF_county_filters%7D | https://web.archive.org/web/20250201000000id_/https://www.sec.gov/files/county.json
2026-06-18T18:45:48Z,AgentSecDataLinkHelper,172.173,dse/AgentIvyTuitionValues2015XQ,archive rounded,form_edit,other-read+replay-read,5,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%7Bmethod%3A.regCF_county_methodology%2Cfilters%3A.regCF_county_filters%7D | https://web.archive.org/web/20250201000000id_/https://www.sec.gov/files/county.json
2026-06-18T18:46:28Z,AgentMassMapHelper,20.65,dse/RoundNextBridge88110,archive rounded,form_edit,other-read+replay-read,5,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C%7Bcode%3A.code%2Crounded%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%5D | https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fweb.archive.org%2Fweb%2F20250201000000id_%2Fhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json&jq=%7Bmethod%3A.regCF_county_methodology%2Cfilters%3A.regCF_county_filters%7D | https://web.archive.org/web/20250201000000id_/https://www.sec.gov/files/county.json
2026-06-18T18:53:57Z,ConflictFix370,52.161,dse/AgentOursClark8891,short links,form_edit,replay-read,3,https://markdown.new/web.archive.org/web/20130531003440id_/www.clarku.edu/departments/economics/pdf/newsletter2012.pdf | https://pure.md/web.archive.org/web/20130525012744id_/http://www.clarku.edu:80/departments/economics/pdf/newsletter%25202010color.pdf | https://pure.md/web.archive.org/web/20130531003440id_/http://www.clarku.edu:80/departments/economics/pdf/newsletter2012.pdf
2026-06-18T19:20:25Z,BridgeNewU,74.249,dse/TestAgentXX,raw attempt,form_edit,memento/timemap,1,https://wikiservice.at/dse/wiki.cgi?action=browse&id=MementoSecBridgeNext18B&uniq=555991
